Date,Exchange,FX,Return,r,3m,3mvUS,OI,NCL,NCS,NCSP,CL,CS,TRL,TRS,NRL,NRS,Contract
24/01/2006,CHF,1.2601,1.55%,0.0157,0.93,-3.61,85876,24328,19965,0,46191,52763,70519,72728,15357,13148,"(CONTRACTS OF 125,000 SWISS FRANCS)"
17/01/2006,CHF,1.28,0.01%,0.0001,0.93,-3.64,80480,21356,19896,0,46484,44430,67840,64326,12640,16154,"(CONTRACTS OF 125,000 SWISS FRANCS)"
10/01/2006,CHF,1.2801,0.83%,0.0083,0.95,-3.58,79029,24138,24378,0,41059,39837,65197,64215,13832,14814,"(CONTRACTS OF 125,000 SWISS FRANCS)"
03/01/2006,CHF,1.2908,2.01%,0.0203,0.92,-3.61,77368,15002,31513,0,53848,24025,68850,55538,8518,21830,"(CONTRACTS OF 125,000 SWISS FRANCS)"
27/12/2005,CHF,1.3173,-0.73%,-0.0072,0.95,-3.56,86551,9032,47358,0,69968,17768,79000,65126,7551,21425,"(CONTRACTS OF 125,000 SWISS FRANCS)"
20/12/2005,CHF,1.3078,-1.08%,-0.0108,0.94,-3.54,75904,5247,39314,0,61359,15858,66606,55172,9298,20732,"(CONTRACTS OF 125,000 SWISS FRANCS)"
13/12/2005,CHF,1.2938,0.92%,0.0092,1.01,-3.39,113909,13937,53798,1635,87271,37406,102843,92839,11066,21070,"(CONTRACTS OF 125,000 SWISS FRANCS)"
06/12/2005,CHF,1.3058,0.54%,0.0054,0.99,-3.39,105413,16550,65909,225,79418,16949,96193,83083,9220,22330,"(CONTRACTS OF 125,000 SWISS FRANCS)"
29/11/2005,CHF,1.3129,-0.14%,-0.0014,0.96,-3.37,99363,14195,62611,0,78005,13197,92200,75808,7163,23555,"(CONTRACTS OF 125,000 SWISS FRANCS)"
22/11/2005,CHF,1.3111,0.43%,0.0043,0.93,-3.4,100881,15191,63398,0,78940,14203,94131,77601,6750,23280,"(CONTRACTS OF 125,000 SWISS FRANCS)"
15/11/2005,CHF,1.3167,-0.47%,-0.0046,0.86,-3.43,98446,15132,60166,0,76659,12671,91791,72837,6655,25609,"(CONTRACTS OF 125,000 SWISS FRANCS)"
08/11/2005,CHF,1.3106,-1.73%,-0.0172,0.82,-3.44,84753,13830,48500,0,63424,12442,77254,60942,7499,23811,"(CONTRACTS OF 125,000 SWISS FRANCS)"
01/11/2005,CHF,1.2883,-0.96%,-0.0096,0.82,-3.39,69574,13637,35416,55,47185,11374,60877,46845,8697,22729,"(CONTRACTS OF 125,000 SWISS FRANCS)"
25/10/2005,CHF,1.276,1.68%,0.0169,0.75,-3.41,66764,12814,33657,356,44806,13183,57976,47196,8788,19568,"(CONTRACTS OF 125,000 SWISS FRANCS)"
18/10/2005,CHF,1.2978,-0.66%,-0.0066,0.7,-3.4,80322,13958,44940,0,58497,10814,72455,55754,7867,24568,"(CONTRACTS OF 125,000 SWISS FRANCS)"
11/10/2005,CHF,1.2893,0.94%,0.0094,0.75,-3.3,72377,13572,38859,0,52286,12327,65858,51186,6519,21191,"(CONTRACTS OF 125,000 SWISS FRANCS)"
04/10/2005,CHF,1.3015,-0.49%,-0.0049,0.76,-3.26,87779,9973,57099,0,69953,8884,79926,65983,7853,21796,"(CONTRACTS OF 125,000 SWISS FRANCS)"
27/09/2005,CHF,1.2951,-1.05%,-0.0104,0.72,-3.21,76757,6138,49869,0,64282,6296,70420,56165,6337,20592,"(CONTRACTS OF 125,000 SWISS FRANCS)"
20/09/2005,CHF,1.2817,-1.61%,-0.016,0.71,-3.16,57198,2488,33398,0,45590,6728,48078,40126,9120,17072,"(CONTRACTS OF 125,000 SWISS FRANCS)"
13/09/2005,CHF,1.2614,-1.86%,-0.0184,0.71,-3.05,60845,4175,19141,147,43370,29536,47692,48824,13153,12021,"(CONTRACTS OF 125,000 SWISS FRANCS)"
06/09/2005,CHF,1.2384,2.46%,0.0249,0.68,-3.01,61472,14944,15729,522,36899,37451,52365,53702,9107,7770,"(CONTRACTS OF 125,000 SWISS FRANCS)"
30/08/2005,CHF,1.2696,0.03%,0.0003,0.66,-3.1,67721,4008,35884,1,63581,22735,67590,58620,131,9101,"(CONTRACTS OF 125,000 SWISS FRANCS)"
23/08/2005,CHF,1.27,-1.21%,-0.012,0.71,-3.07,67995,3165,40709,34,55438,10104,58637,50847,9358,17148,"(CONTRACTS OF 125,000 SWISS FRANCS)"
16/08/2005,CHF,1.2548,0.36%,0.0036,0.71,-3.03,66890,6485,34107,407,48828,15343,55720,49857,11170,17033,"(CONTRACTS OF 125,000 SWISS FRANCS)"
09/08/2005,CHF,1.2593,1.34%,0.0135,0.71,-2.98,71277,6045,38256,34,56219,12407,62298,50697,8979,20580,"(CONTRACTS OF 125,000 SWISS FRANCS)"
02/08/2005,CHF,1.2764,1.79%,0.0181,0.71,-2.95,71327,4633,35959,24,58879,13085,63536,49068,7791,22259,"(CONTRACTS OF 125,000 SWISS FRANCS)"
26/07/2005,CHF,1.2997,-0.01%,-0.0001,0.7,-2.92,73768,4604,41033,1,62539,8799,67144,49833,6624,23935,"(CONTRACTS OF 125,000 SWISS FRANCS)"
19/07/2005,CHF,1.2996,-2.26%,-0.0223,0.7,-2.87,72416,6019,42511,1,59067,7684,65087,50196,7329,22220,"(CONTRACTS OF 125,000 SWISS FRANCS)"
12/07/2005,CHF,1.2709,2.50%,0.0253,0.7,-2.84,69525,2991,40939,0,57922,6205,60913,47144,8612,22381,"(CONTRACTS OF 125,000 SWISS FRANCS)"
05/07/2005,CHF,1.3035,-1.75%,-0.0173,0.7,-2.83,73790,1694,47234,0,63939,4733,65633,51967,8157,21823,"(CONTRACTS OF 125,000 SWISS FRANCS)"
28/06/2005,CHF,1.2811,-1.21%,-0.012,0.69,-2.72,73119,1764,46185,0,63541,4868,65305,51053,7814,22066,"(CONTRACTS OF 125,000 SWISS FRANCS)"
21/06/2005,CHF,1.2658,0.95%,0.0095,0.63,-2.8,71529,1579,43966,0,61527,4662,63106,48628,8423,22901,"(CONTRACTS OF 125,000 SWISS FRANCS)"
14/06/2005,CHF,1.2779,-2.62%,-0.0258,0.66,-2.69,73534,2905,46486,0,64004,4362,66909,50848,6625,22686,"(CONTRACTS OF 125,000 SWISS FRANCS)"
07/06/2005,CHF,1.2453,0.17%,0.0017,0.65,-2.65,90020,1943,47255,1,78431,19011,80375,66267,9645,23753,"(CONTRACTS OF 125,000 SWISS FRANCS)"
31/05/2005,CHF,1.2474,-1.51%,-0.015,0.63,-2.64,69037,850,40249,53,58759,6938,59662,47240,9375,21797,"(CONTRACTS OF 125,000 SWISS FRANCS)"
24/05/2005,CHF,1.2288,-0.28%,-0.0028,0.64,-2.55,69873,1762,39433,57,59616,7279,61435,46769,8438,23104,"(CONTRACTS OF 125,000 SWISS FRANCS)"
17/05/2005,CHF,1.2254,-2.08%,-0.0206,0.7,-2.47,60958,1942,30320,12,48791,7702,50745,38034,10213,22924,"(CONTRACTS OF 125,000 SWISS FRANCS)"
10/05/2005,CHF,1.2004,-0.15%,-0.0015,0.69,-2.49,43977,2214,19638,29,32738,7641,34981,27308,8996,16669,"(CONTRACTS OF 125,000 SWISS FRANCS)"
03/05/2005,CHF,1.1986,-1.01%,-0.0101,0.67,-2.46,38584,4889,16219,1,24752,8284,29642,24504,8942,14080,"(CONTRACTS OF 125,000 SWISS FRANCS)"
26/04/2005,CHF,1.1866,-0.52%,-0.0052,0.69,-2.41,34396,3504,12129,1,21121,7719,24626,19849,9770,14547,"(CONTRACTS OF 125,000 SWISS FRANCS)"
19/04/2005,CHF,1.1805,1.51%,0.0152,0.69,-2.33,35822,3585,15306,1,22705,6612,26291,21919,9531,13903,"(CONTRACTS OF 125,000 SWISS FRANCS)"
12/04/2005,CHF,1.1986,0.61%,0.0062,0.73,-2.36,45692,1677,24441,1,34607,5605,36285,30047,9407,15645,"(CONTRACTS OF 125,000 SWISS FRANCS)"
05/04/2005,CHF,1.206,-0.37%,-0.0037,0.72,-2.29,47464,1677,20456,1,36790,12476,38468,32933,8996,14531,"(CONTRACTS OF 125,000 SWISS FRANCS)"
29/03/2005,CHF,1.2016,-1.17%,-0.0116,0.65,-2.39,42256,2168,16210,1,30785,11683,32954,27894,9302,14362,"(CONTRACTS OF 125,000 SWISS FRANCS)"
22/03/2005,CHF,1.1877,-1.97%,-0.0195,0.65,-2.31,38278,5242,16598,1,19966,11796,25209,28395,13069,9883,"(CONTRACTS OF 125,000 SWISS FRANCS)"
15/03/2005,CHF,1.1648,-0.28%,-0.0028,0.7,-2.24,41804,10655,10495,1,14830,22524,25486,33020,16318,8784,"(CONTRACTS OF 125,000 SWISS FRANCS)"
08/03/2005,CHF,1.1615,0.36%,0.0036,0.67,-2.18,67512,7474,10501,1346,39556,43558,48376,55405,19136,12107,"(CONTRACTS OF 125,000 SWISS FRANCS)"
01/03/2005,CHF,1.1657,-0.61%,-0.0061,0.64,-2.21,61956,7313,9216,0,36723,39778,44036,48994,17920,12962,"(CONTRACTS OF 125,000 SWISS FRANCS)"
22/02/2005,CHF,1.1586,2.66%,0.027,0.65,-2.18,54437,4790,8240,727,30405,30065,35922,39032,18515,15405,"(CONTRACTS OF 125,000 SWISS FRANCS)"
15/02/2005,CHF,1.1903,2.51%,0.0254,0.67,-2.07,52852,3837,15106,734,37796,21015,42367,36855,10485,15997,"(CONTRACTS OF 125,000 SWISS FRANCS)"
08/02/2005,CHF,1.2209,-2.56%,-0.0253,0.7,-1.99,56861,3371,20545,412,41738,17981,45521,38938,11340,17923,"(CONTRACTS OF 125,000 SWISS FRANCS)"
01/02/2005,CHF,1.1904,0.21%,0.0021,0.62,-2.09,51859,6322,13722,437,34468,23345,41227,37504,10632,14355,"(CONTRACTS OF 125,000 SWISS FRANCS)"
25/01/2005,CHF,1.1929,-0.65%,-0.0065,0.7,-1.94,51069,8043,13224,27,29808,22892,37878,36143,13191,14926,"(CONTRACTS OF 125,000 SWISS FRANCS)"
18/01/2005,CHF,1.1852,-0.23%,-0.0023,0.6,-2,52151,11217,12317,15,27306,27276,38538,39608,13613,12543,"(CONTRACTS OF 125,000 SWISS FRANCS)"
11/01/2005,CHF,1.1825,-1.22%,-0.0121,0.67,-1.9,53634,11883,11823,35,25813,29654,37731,41512,15903,12122,"(CONTRACTS OF 125,000 SWISS FRANCS)"
04/01/2005,CHF,1.1683,-3.03%,-0.0299,0.61,-1.91,50988,19388,7893,2,12266,33078,31656,40973,19332,10015,"(CONTRACTS OF 125,000 SWISS FRANCS)"
28/12/2004,CHF,1.1339,1.64%,0.0165,0.61,-1.85,60282,33728,8739,0,7955,44575,41683,53314,18599,6968,"(CONTRACTS OF 125,000 SWISS FRANCS)"
21/12/2004,CHF,1.1528,0.11%,0.0011,0.69,-1.77,56834,30105,18553,0,9266,31614,39371,50167,17463,6667,"(CONTRACTS OF 125,000 SWISS FRANCS)"
14/12/2004,CHF,1.1541,-1.23%,-0.0122,0.7,-1.71,56671,34319,16759,0,5158,33097,39477,49856,17194,6815,"(CONTRACTS OF 125,000 SWISS FRANCS)"
07/12/2004,CHF,1.1401,-0.05%,-0.0005,0.62,-1.75,100269,40393,4345,108,35767,83840,76268,88293,24001,11976,"(CONTRACTS OF 125,000 SWISS FRANCS)"
30/11/2004,CHF,1.1395,1.62%,0.0164,0.6,-1.74,75035,42761,3823,9,8156,60153,50926,63985,24109,11050,"(CONTRACTS OF 125,000 SWISS FRANCS)"
23/11/2004,CHF,1.1583,1.51%,0.0152,0.7,-1.58,77383,44391,5605,9,7012,61652,51412,67266,25971,10117,"(CONTRACTS OF 125,000 SWISS FRANCS)"
16/11/2004,CHF,1.176,0.62%,0.0062,0.63,-1.61,75763,46659,5654,0,4795,60028,51454,65682,24309,10081,"(CONTRACTS OF 125,000 SWISS FRANCS)"
09/11/2004,CHF,1.1833,1.75%,0.0177,0.71,-1.5,77168,46258,5891,0,5954,63176,52212,69067,24956,8101,"(CONTRACTS OF 125,000 SWISS FRANCS)"
02/11/2004,CHF,1.2044,-0.20%,-0.002,0.6,-1.5,68098,39924,8132,0,4442,54147,44366,62279,23732,5819,"(CONTRACTS OF 125,000 SWISS FRANCS)"
26/10/2004,CHF,1.202,2.22%,0.0225,0.56,-1.48,63595,35403,8072,0,3544,49468,38947,57540,24648,6055,"(CONTRACTS OF 125,000 SWISS FRANCS)"
19/10/2004,CHF,1.2293,2.13%,0.0216,0.57,-1.43,49694,22288,10490,0,8472,32365,30760,42855,18934,6839,"(CONTRACTS OF 125,000 SWISS FRANCS)"
12/10/2004,CHF,1.2561,0.43%,0.0043,0.59,-1.38,35432,8167,12805,1,12956,14834,21124,27640,14308,7792,"(CONTRACTS OF 125,000 SWISS FRANCS)"
05/10/2004,CHF,1.2615,-0.20%,-0.002,0.57,-1.4,31092,5092,9852,1,14377,11541,19470,21394,11622,9698,"(CONTRACTS OF 125,000 SWISS FRANCS)"
28/09/2004,CHF,1.259,-0.41%,-0.0041,0.6,-1.27,29774,5092,10638,0,14846,8230,19938,18868,9836,10906,"(CONTRACTS OF 125,000 SWISS FRANCS)"
07/09/2004,CHF,1.2671,-0.09%,-0.0009,0.52,-1.23,41687,3488,11148,0,27521,15749,31009,26897,10678,14790,"(CONTRACTS OF 125,000 SWISS FRANCS)"
31/08/2004,CHF,1.2659,0.49%,0.0049,0.48,-1.23,41657,3707,11890,283,25894,15299,29884,27472,11773,14185,"(CONTRACTS OF 125,000 SWISS FRANCS)"
24/08/2004,CHF,1.2721,-2.32%,-0.0229,0.45,-1.19,40437,4152,10688,421,24568,17172,29141,28281,11296,12156,"(CONTRACTS OF 125,000 SWISS FRANCS)"
17/08/2004,CHF,1.2433,1.52%,0.0153,0.41,-1.31,40867,6852,9354,421,20364,20401,27637,30176,13230,10691,"(CONTRACTS OF 125,000 SWISS FRANCS)"
10/08/2004,CHF,1.2625,1.24%,0.0124,0.39,-1.28,36349,4420,10849,421,21520,13682,26361,24952,9988,11397,"(CONTRACTS OF 125,000 SWISS FRANCS)"
03/08/2004,CHF,1.2783,-0.26%,-0.0026,0.41,-1.3,42332,3140,15967,0,25603,9734,28743,25701,13589,16631,"(CONTRACTS OF 125,000 SWISS FRANCS)"
27/07/2004,CHF,1.275,-2.50%,-0.0247,0.39,-1.18,40111,8327,9153,0,17977,19666,26304,28819,13807,11292,"(CONTRACTS OF 125,000 SWISS FRANCS)"
20/07/2004,CHF,1.2439,-0.70%,-0.0069,0.39,-1.13,55778,23981,2818,1,8446,42827,32428,45646,23350,10132,"(CONTRACTS OF 125,000 SWISS FRANCS)"
13/07/2004,CHF,1.2353,0.12%,0.0012,0.37,-1.15,60091,29193,2352,1,7362,47370,36556,49723,23535,10368,"(CONTRACTS OF 125,000 SWISS FRANCS)"
06/07/2004,CHF,1.2368,2.31%,0.0233,0.37,-1.15,53561,25146,2970,1,7015,44925,32162,47896,21399,5665,"(CONTRACTS OF 125,000 SWISS FRANCS)"
29/06/2004,CHF,1.266,-1.35%,-0.0134,0.37,-1.17,39116,16232,3883,10,5437,27208,21679,31101,17437,8015,"(CONTRACTS OF 125,000 SWISS FRANCS)"
22/06/2004,CHF,1.2491,-0.04%,-0.0004,0.34,-1.12,42778,18499,1061,0,5302,34526,23801,35587,18977,7191,"(CONTRACTS OF 125,000 SWISS FRANCS)"
15/06/2004,CHF,1.2486,-0.83%,-0.0083,0.3,-1.17,43388,21099,4354,3,5552,30852,26654,35209,16734,8179,"(CONTRACTS OF 125,000 SWISS FRANCS)"
08/06/2004,CHF,1.2383,0.67%,0.0068,0.23,-1.1,69978,22670,6408,13,24430,49658,47113,56079,22865,13899,"(CONTRACTS OF 125,000 SWISS FRANCS)"
01/06/2004,CHF,1.2467,2.06%,0.0208,0.16,-1.05,45970,12108,6786,10,14636,28174,26754,34970,19216,11000,"(CONTRACTS OF 125,000 SWISS FRANCS)"
25/05/2004,CHF,1.2729,0.75%,0.0075,0.15,-1.09,36529,4367,7907,7,19302,16894,23676,24808,12853,11721,"(CONTRACTS OF 125,000 SWISS FRANCS)"
18/05/2004,CHF,1.2825,1.05%,0.0105,0.16,-1,34868,4633,7231,4,21810,16478,26447,23713,8421,11155,"(CONTRACTS OF 125,000 SWISS FRANCS)"
11/05/2004,CHF,1.2961,-1.18%,-0.0117,0.19,-0.95,38467,1244,8139,3,28121,14315,29368,22457,9099,16010,"(CONTRACTS OF 125,000 SWISS FRANCS)"
04/05/2004,CHF,1.281,1.32%,0.0133,0.15,-0.92,36901,1717,8806,0,24895,12101,26612,20907,10289,15994,"(CONTRACTS OF 125,000 SWISS FRANCS)"
27/04/2004,CHF,1.2982,1.10%,0.011,0.18,-0.89,37889,1374,12466,2,27830,6319,29206,18787,8683,19102,"(CONTRACTS OF 125,000 SWISS FRANCS)"
20/04/2004,CHF,1.3126,-2.42%,-0.0239,0.17,-0.91,38936,3757,12060,0,24935,7039,28692,19099,10244,19837,"(CONTRACTS OF 125,000 SWISS FRANCS)"
12/04/2004,CHF,1.2816,0.64%,0.0064,0.17,-0.87,36138,3865,9806,0,21790,11465,25655,21271,10483,14867,"(CONTRACTS OF 125,000 SWISS FRANCS)"
06/04/2004,CHF,1.2898,-0.66%,-0.0066,0.17,-0.86,44331,4369,17197,0,29519,10281,33888,27478,10443,16853,"(CONTRACTS OF 125,000 SWISS FRANCS)"
30/03/2004,CHF,1.2813,-1.80%,-0.0179,0.14,-0.86,34701,3894,8514,3,21309,12818,25206,21335,9495,13366,"(CONTRACTS OF 125,000 SWISS FRANCS)"
23/03/2004,CHF,1.2586,1.55%,0.0156,0.18,-0.83,32617,4130,6992,3,18303,13174,22436,20169,10181,12448,"(CONTRACTS OF 125,000 SWISS FRANCS)"
16/03/2004,CHF,1.2784,0.25%,0.0025,0.18,-0.84,36981,3351,12674,3,23287,9529,26641,22206,10340,14775,"(CONTRACTS OF 125,000 SWISS FRANCS)"
09/03/2004,CHF,1.2816,1.03%,0.0103,0.11,-0.88,52178,3624,18397,18,36792,16795,40434,35210,11744,16968,"(CONTRACTS OF 125,000 SWISS FRANCS)"
02/03/2004,CHF,1.2949,-4.33%,-0.0424,0.18,-0.83,47795,5518,16298,182,29915,16128,35615,32608,12180,15187,"(CONTRACTS OF 125,000 SWISS FRANCS)"
24/02/2004,CHF,1.2412,-1.14%,-0.0113,0.19,-0.82,41521,12608,7234,8,12572,22681,25188,29923,16333,11598,"(CONTRACTS OF 125,000 SWISS FRANCS)"
17/02/2004,CHF,1.2272,0.68%,0.0068,0.13,-0.87,46002,19558,8079,23,7781,28215,27362,36317,18640,9685,"(CONTRACTS OF 125,000 SWISS FRANCS)"
10/02/2004,CHF,1.2356,1.18%,0.0119,0.13,-0.91,43840,18974,7971,23,8146,25510,27143,33504,16697,10336,"(CONTRACTS OF 125,000 SWISS FRANCS)"
03/02/2004,CHF,1.2504,-0.84%,-0.0084,0.13,-0.91,40899,15234,5791,21,10742,24438,25997,30250,14902,10649,"(CONTRACTS OF 125,000 SWISS FRANCS)"
27/01/2004,CHF,1.24,0.55%,0.0055,0.16,-0.87,41836,18388,5409,12,6586,26611,24986,32032,16850,9804,"(CONTRACTS OF 125,000 SWISS FRANCS)"
20/01/2004,CHF,1.2469,-2.12%,-0.021,0.16,-0.88,41755,13858,4826,12,9024,25761,22894,30599,18861,11156,"(CONTRACTS OF 125,000 SWISS FRANCS)"
13/01/2004,CHF,1.221,0.84%,0.0084,0.15,-0.89,48588,19826,4553,9,6792,33222,26627,37784,21961,10804,"(CONTRACTS OF 125,000 SWISS FRANCS)"
06/01/2004,CHF,1.2313,1.47%,0.0148,0.16,-0.9,50231,21198,4993,9,4842,35703,26049,40705,24182,9526,"(CONTRACTS OF 125,000 SWISS FRANCS)"
30/12/2003,CHF,1.2497,0.66%,0.0066,0.19,-0.86,48615,21637,4854,9,5131,34889,26777,39752,21838,8863,"(CONTRACTS OF 125,000 SWISS FRANCS)"
22/12/2003,CHF,1.258,0.10%,0.001,0.14,-0.94,44642,16287,4655,9,6338,32403,22634,37067,22008,7575,"(CONTRACTS OF 125,000 SWISS FRANCS)"
16/12/2003,CHF,1.2593,0.17%,0.0017,0.21,-0.88,43835,17217,3963,10,4574,32500,21801,36473,22034,7362,"(CONTRACTS OF 125,000 SWISS FRANCS)"
09/12/2003,CHF,1.2615,2.01%,0.0203,0.19,-0.88,84218,16850,4499,9,38050,64146,54909,68654,29309,15564,"(CONTRACTS OF 125,000 SWISS FRANCS)"
02/12/2003,CHF,1.2874,2.36%,0.0239,0.19,-0.88,71273,13276,4818,13,34119,57843,47408,62674,23865,8599,"(CONTRACTS OF 125,000 SWISS FRANCS)"
25/11/2003,CHF,1.3185,-1.96%,-0.0194,0.13,-0.91,66856,10303,5422,13,35714,52800,46030,58235,20826,8621,"(CONTRACTS OF 125,000 SWISS FRANCS)"
18/11/2003,CHF,1.2932,5.10%,0.0523,0.18,-0.89,65394,11879,8928,5,33877,47901,45761,56834,19633,8560,"(CONTRACTS OF 125,000 SWISS FRANCS)"
11/11/2003,CHF,1.3627,-0.15%,-0.0015,0.13,-0.93,61432,2352,18074,76,45453,30333,47881,48483,13551,12949,"(CONTRACTS OF 125,000 SWISS FRANCS)"
04/11/2003,CHF,1.3606,-2.19%,-0.0216,0.18,-0.87,55727,8075,10369,76,34878,34091,43029,44536,12698,11191,"(CONTRACTS OF 125,000 SWISS FRANCS)"
28/10/2003,CHF,1.3315,-0.14%,-0.0014,0.18,-0.88,58372,20403,7304,13,16930,40657,37346,47974,21026,10398,"(CONTRACTS OF 125,000 SWISS FRANCS)"
21/10/2003,CHF,1.3296,-0.96%,-0.0095,0.12,-0.93,56476,20045,8652,10,18171,38654,38226,47316,18250,9160,"(CONTRACTS OF 125,000 SWISS FRANCS)"
14/10/2003,CHF,1.317,-0.07%,-0.0007,0.11,-0.93,54575,21627,6729,12,12877,38699,34516,45440,20059,9135,"(CONTRACTS OF 125,000 SWISS FRANCS)"
07/10/2003,CHF,1.3161,0.08%,0.0008,0.12,-0.91,47583,14236,7170,10,14533,31001,28779,38181,18804,9402,"(CONTRACTS OF 125,000 SWISS FRANCS)"
30/09/2003,CHF,1.3172,2.98%,0.0302,0.12,-0.91,43199,10464,8877,36,15822,24856,26322,33769,16877,9430,"(CONTRACTS OF 125,000 SWISS FRANCS)"
23/09/2003,CHF,1.3576,2.27%,0.023,0.1,-0.93,39097,3883,13386,19,26706,13190,30608,26595,8489,12502,"(CONTRACTS OF 125,000 SWISS FRANCS)"
16/09/2003,CHF,1.3892,-0.83%,-0.0083,0.1,-0.93,43853,600,20534,8,35304,7272,35912,27814,7941,16039,"(CONTRACTS OF 125,000 SWISS FRANCS)"
09/09/2003,CHF,1.3777,2.92%,0.0297,0.19,-0.85,69919,2134,18238,0,53104,28804,55238,47042,14681,22877,"(CONTRACTS OF 125,000 SWISS FRANCS)"
02/09/2003,CHF,1.4192,-0.49%,-0.0049,0.17,-0.88,62339,2179,22268,0,49084,18014,51263,40282,11076,22057,"(CONTRACTS OF 125,000 SWISS FRANCS)"
26/08/2003,CHF,1.4123,-1.74%,-0.0173,0.14,-0.87,59642,2669,22045,0,45441,16736,48110,38781,11532,20861,"(CONTRACTS OF 125,000 SWISS FRANCS)"
19/08/2003,CHF,1.3881,-1.48%,-0.0147,0.12,-0.9,55803,2032,21829,450,43443,15622,45925,37901,9878,17902,"(CONTRACTS OF 125,000 SWISS FRANCS)"
12/08/2003,CHF,1.3678,-1.55%,-0.0154,0.18,-0.85,43172,1556,11558,0,32109,19937,33665,31495,9507,11677,"(CONTRACTS OF 125,000 SWISS FRANCS)"
05/08/2003,CHF,1.3469,0.38%,0.0039,0.15,-0.87,43306,1082,9538,0,31220,22379,32302,31917,11004,11389,"(CONTRACTS OF 125,000 SWISS FRANCS)"
29/07/2003,CHF,1.3521,0.74%,0.0074,0.22,-0.81,44007,1984,10124,10,30865,22102,32859,32236,11148,11771,"(CONTRACTS OF 125,000 SWISS FRANCS)"
22/07/2003,CHF,1.3622,1.74%,0.0175,0.22,-0.79,42920,1855,10880,0,30541,17973,32396,28853,10524,14067,"(CONTRACTS OF 125,000 SWISS FRANCS)"
15/07/2003,CHF,1.3863,-1.31%,-0.013,0.13,-0.87,41283,3194,12046,0,28585,15218,31779,27264,9504,14019,"(CONTRACTS OF 125,000 SWISS FRANCS)"
08/07/2003,CHF,1.3684,-1.94%,-0.0192,0.14,-0.87,38622,3140,9239,19,26150,16885,29309,26143,9313,12479,"(CONTRACTS OF 125,000 SWISS FRANCS)"
01/07/2003,CHF,1.3424,-1.01%,-0.01,0.14,-0.87,38413,6909,6530,21,18312,22729,25242,29280,13171,9133,"(CONTRACTS OF 125,000 SWISS FRANCS)"
24/06/2003,CHF,1.329,-1.52%,-0.0151,0.14,-0.74,38511,12193,3698,144,8359,26500,20696,30342,17815,8169,"(CONTRACTS OF 125,000 SWISS FRANCS)"
17/06/2003,CHF,1.3091,0.58%,0.0059,0.14,-0.79,43746,20750,2971,40,3172,33349,23962,36360,19784,7386,"(CONTRACTS OF 125,000 SWISS FRANCS)"
10/06/2003,CHF,1.3168,-0.45%,-0.0045,0.12,-0.92,66764,19468,3328,461,21106,51868,41035,55657,25729,11107,"(CONTRACTS OF 125,000 SWISS FRANCS)"
03/06/2003,CHF,1.3109,-1.86%,-0.0184,0.22,-0.95,56747,20431,4382,456,13378,44612,34265,49450,22482,7297,"(CONTRACTS OF 125,000 SWISS FRANCS)"
27/05/2003,CHF,1.287,0.28%,0.0028,0.14,-1.06,57565,22826,2039,460,10072,48053,33358,50552,24207,7013,"(CONTRACTS OF 125,000 SWISS FRANCS)"
20/05/2003,CHF,1.2906,1.77%,0.0179,0.14,-0.98,56731,22261,4272,481,10360,45287,33102,50040,23629,6691,"(CONTRACTS OF 125,000 SWISS FRANCS)"
13/05/2003,CHF,1.3139,0.76%,0.0077,0.15,-1.03,53657,19927,4301,480,11110,42753,31517,47534,22140,6123,"(CONTRACTS OF 125,000 SWISS FRANCS)"
06/05/2003,CHF,1.324,2.78%,0.0282,0.24,-0.9,48748,19122,5631,480,11134,37611,30736,43722,18012,5026,"(CONTRACTS OF 125,000 SWISS FRANCS)"
29/04/2003,CHF,1.3619,0.66%,0.0067,0.17,-1.05,39583,6251,6577,481,18341,24449,25073,31507,14510,8076,"(CONTRACTS OF 125,000 SWISS FRANCS)"
22/04/2003,CHF,1.371,1.52%,0.0153,0.17,-1.04,38778,6280,8333,486,21253,20728,28019,29547,10759,9231,"(CONTRACTS OF 125,000 SWISS FRANCS)"
15/04/2003,CHF,1.3922,-0.39%,-0.0039,0.16,-1.07,37084,3703,5132,459,22123,20190,26285,25781,10799,11303,"(CONTRACTS OF 125,000 SWISS FRANCS)"
08/04/2003,CHF,1.3868,-2.45%,-0.0242,0.18,-0.98,36072,3574,4794,459,21260,19568,25293,24821,10779,11251,"(CONTRACTS OF 125,000 SWISS FRANCS)"
01/04/2003,CHF,1.3537,2.12%,0.0214,0.17,-0.97,33917,5945,3957,455,15293,22225,21693,26637,12224,7280,"(CONTRACTS OF 125,000 SWISS FRANCS)"
25/03/2003,CHF,1.383,-0.02%,-0.0002,0.25,-0.95,32336,5094,5537,478,17806,17115,23378,23130,8958,9206,"(CONTRACTS OF 125,000 SWISS FRANCS)"
18/03/2003,CHF,1.3827,-4.10%,-0.0401,0.18,-0.99,32564,7649,2617,478,10831,21496,18958,24591,13606,7973,"(CONTRACTS OF 125,000 SWISS FRANCS)"
11/03/2003,CHF,1.3283,0.79%,0.0079,0.24,-0.87,76795,22469,1650,471,28986,65893,51926,68014,24869,8781,"(CONTRACTS OF 125,000 SWISS FRANCS)"
04/03/2003,CHF,1.3389,1.41%,0.0142,0.5,-0.73,65297,21912,1684,454,18104,56250,40470,58388,24827,6909,"(CONTRACTS OF 125,000 SWISS FRANCS)"
