Date,Exchange,FX,Return,r,3m,3mvUS,OI,NCL,NCS,NCSP,CL,CS,TRL,TRS,NRL,NRS,Contract
17/08/1993,GBP,1.488,-1.45%,0.0143,5.75,2.57,38830,2188,12212,1060,26628,6254,29876,19526,8954,19304,"(CONTRACTS OF 62,500 POUNDS STERLING)"
10/08/1993,GBP,1.4668,2.21%,-0.0224,5.81,2.75,37767,1475,11129,1112,24902,6177,27489,18418,10278,19349,"(CONTRACTS OF 62,500 POUNDS STERLING)"
03/08/1993,GBP,1.5,-0.81%,0.008,5.75,2.57,25966,1463,5563,571,12651,7854,14685,13988,11281,11978,"(CONTRACTS OF 62,500 POUNDS STERLING)"
27/07/1993,GBP,1.488,1.57%,-0.0159,5.9,2.72,26754,1365,4444,420,13365,7274,15150,12138,11604,14616,"(CONTRACTS OF 62,500 POUNDS STERLING)"
20/07/1993,GBP,1.5118,-0.99%,0.0098,5.93,2.81,24537,1245,4689,478,10935,6329,12658,11496,11879,13041,"(CONTRACTS OF 62,500 POUNDS STERLING)"
13/07/1993,GBP,1.497,0.37%,-0.0037,5.9,2.72,27070,1639,5547,398,15292,5816,17329,11761,9741,15309,"(CONTRACTS OF 62,500 POUNDS STERLING)"
06/07/1993,GBP,1.5025,0.66%,-0.0066,5.73,2.55,22666,1218,5459,413,11764,5322,13395,11194,9271,11472,"(CONTRACTS OF 62,500 POUNDS STERLING)"
29/06/1993,GBP,1.5125,-2.39%,0.0236,5.83,2.65,27652,2301,7175,360,16749,5231,19410,12766,8242,14886,"(CONTRACTS OF 62,500 POUNDS STERLING)"
22/06/1993,GBP,1.4772,2.56%,-0.0259,5.81,2.63,35143,1117,10407,295,24892,6588,26304,17290,8839,17853,"(CONTRACTS OF 62,500 POUNDS STERLING)"
15/06/1993,GBP,1.516,0.20%,-0.002,5.77,2.59,38141,603,5478,0,28495,19016,29098,24494,9043,13647,"(CONTRACTS OF 62,500 POUNDS STERLING)"
08/06/1993,GBP,1.519,2.25%,-0.0228,5.84,2.84,39932,1246,5095,1831,25346,18378,28423,25304,11509,14628,"(CONTRACTS OF 62,500 POUNDS STERLING)"
01/06/1993,GBP,1.554,-0.77%,0.0077,5.75,2.75,38130,5138,2113,1236,13941,25572,20315,28921,17815,9209,"(CONTRACTS OF 62,500 POUNDS STERLING)"
25/05/1993,GBP,1.5421,-0.43%,0.0043,5.88,2.7,35712,6851,1014,986,14104,24121,21941,26121,13771,9591,"(CONTRACTS OF 62,500 POUNDS STERLING)"
18/05/1993,GBP,1.5355,0.31%,-0.0031,6.03,3.03,35802,6812,832,1507,14539,21023,22858,23362,12944,12440,"(CONTRACTS OF 62,500 POUNDS STERLING)"
11/05/1993,GBP,1.5402,1.71%,-0.0173,5.88,2.82,40195,10438,1482,1267,13185,25987,24890,28736,15305,11459,"(CONTRACTS OF 62,500 POUNDS STERLING)"
04/05/1993,GBP,1.567,0.41%,-0.0041,5.94,2.82,43693,12321,1876,635,10139,34105,23095,36616,20598,7077,"(CONTRACTS OF 62,500 POUNDS STERLING)"
27/04/1993,GBP,1.5735,-1.70%,0.0169,6.06,3,45310,13277,2660,273,10679,34488,24229,37421,21081,7889,"(CONTRACTS OF 62,500 POUNDS STERLING)"
20/04/1993,GBP,1.5472,0.73%,-0.0073,5.94,2.82,39068,9759,3028,146,9513,29366,19418,32540,19650,6528,"(CONTRACTS OF 62,500 POUNDS STERLING)"
13/04/1993,GBP,1.5585,-3.01%,0.0296,5.62,2.44,38474,9330,3636,0,9163,27850,18493,31486,19981,6988,"(CONTRACTS OF 62,500 POUNDS STERLING)"
06/04/1993,GBP,1.513,-1.37%,0.0136,5.8,2.68,31878,5567,1402,0,9863,23417,15430,24819,16448,7059,"(CONTRACTS OF 62,500 POUNDS STERLING)"
30/03/1993,GBP,1.4926,-0.58%,0.0058,5.81,2.75,30465,4570,2935,0,11413,18898,15983,21833,14482,8632,"(CONTRACTS OF 62,500 POUNDS STERLING)"
23/03/1993,GBP,1.484,-2.49%,0.0246,5.93,2.75,31060,5383,3379,0,11052,18839,16435,22218,14625,8842,"(CONTRACTS OF 62,500 POUNDS STERLING)"
16/03/1993,GBP,1.448,-0.59%,0.0059,5.78,2.66,53864,3263,12890,8,38691,17193,41962,30091,11902,23773,"(CONTRACTS OF 62,500 POUNDS STERLING)"
09/03/1993,GBP,1.4395,0.55%,-0.0055,5.81,2.69,46274,1561,13452,14,35100,13209,36675,26675,9599,19599,"(CONTRACTS OF 62,500 POUNDS STERLING)"
02/03/1993,GBP,1.4475,0.39%,-0.0039,5.94,2.88,42002,2489,15773,20,29511,8726,32020,24519,9982,17483,"(CONTRACTS OF 62,500 POUNDS STERLING)"
23/02/1993,GBP,1.4532,-0.36%,0.0036,6.12,3.06,42549,3269,16694,254,30886,7742,34409,24690,8140,17859,"(CONTRACTS OF 62,500 POUNDS STERLING)"
16/02/1993,GBP,1.448,-1.27%,0.0126,6.06,2.94,43814,2997,16188,0,31488,7991,34485,24179,9329,19635,"(CONTRACTS OF 62,500 POUNDS STERLING)"
09/02/1993,GBP,1.4298,0.91%,-0.0092,6.12,3,43350,3162,14986,405,31038,7305,34605,22696,8745,20654,"(CONTRACTS OF 62,500 POUNDS STERLING)"
02/02/1993,GBP,1.443,6.21%,-0.0641,6.06,2.94,36652,2268,11219,394,25099,7881,27761,19494,8891,17158,"(CONTRACTS OF 62,500 POUNDS STERLING)"
26/01/1993,GBP,1.5385,0.49%,-0.0049,6,2.94,24608,1847,3450,0,13858,10829,15705,14279,8903,10329,"(CONTRACTS OF 62,500 POUNDS STERLING)"
19/01/1993,GBP,1.546,-0.16%,0.0016,6.94,3.79,22434,1749,2901,202,12571,8976,14522,12079,7912,10355,"(CONTRACTS OF 62,500 POUNDS STERLING)"
12/01/1993,GBP,1.5435,0.41%,-0.0041,7.06,3.81,24625,1703,3754,234,13543,8787,15480,12775,9145,11850,"(CONTRACTS OF 62,500 POUNDS STERLING)"
05/01/1993,GBP,1.5498,-2.79%,0.0275,7.12,3.87,32160,1369,10247,0,23590,4819,24959,15066,7201,17094,"(CONTRACTS OF 62,500 POUNDS STERLING)"
29/12/1992,GBP,1.5078,1.80%,-0.0182,7,3.5,33982,1231,11635,0,26910,4121,28141,15756,5841,18226,"(CONTRACTS OF 62,500 POUNDS STERLING)"
22/12/1992,GBP,1.5355,2.01%,-0.0203,7.18,3.81,22660,1159,5433,0,14658,4401,15817,9834,6843,12826,"(CONTRACTS OF 62,500 POUNDS STERLING)"
15/12/1992,GBP,1.567,1.97%,-0.0199,7,3.13,30371,1643,3405,0,21057,16901,22700,20306,7671,10065,"(CONTRACTS OF 62,500 POUNDS STERLING)"
08/12/1992,GBP,1.5985,-3.30%,0.0324,6.93,3.31,30834,1749,3735,800,18827,14109,21376,18644,9458,12190,"(CONTRACTS OF 62,500 POUNDS STERLING)"
01/12/1992,GBP,1.5475,-1.48%,0.0146,7.19,3.38,31916,959,7137,877,21322,9079,23158,17093,8758,14823,"(CONTRACTS OF 62,500 POUNDS STERLING)"
24/11/1992,GBP,1.525,-0.20%,0.002,7,3.32,33205,259,9086,545,23498,7100,24302,16731,8903,16474,"(CONTRACTS OF 62,500 POUNDS STERLING)"
17/11/1992,GBP,1.522,-0.40%,0.0039,7.1,3.35,32888,252,8468,658,22902,7466,23812,16592,9076,16296,"(CONTRACTS OF 62,500 POUNDS STERLING)"
10/11/1992,GBP,1.516,2.21%,-0.0224,6.88,3.45,33135,864,8541,612,23046,7917,24522,17070,8613,16065,"(CONTRACTS OF 62,500 POUNDS STERLING)"
03/11/1992,GBP,1.5503,1.68%,-0.0169,7.31,3.81,32817,839,9186,431,22627,6748,23897,16365,8920,16452,"(CONTRACTS OF 62,500 POUNDS STERLING)"
27/10/1992,GBP,1.5768,2.91%,-0.0295,7.69,4.38,31365,462,8315,464,22104,6592,23030,15371,8335,15994,"(CONTRACTS OF 62,500 POUNDS STERLING)"
20/10/1992,GBP,1.624,5.36%,-0.0551,7.5,4.07,29460,2020,8109,449,19798,5663,22267,14221,7193,15239,"(CONTRACTS OF 62,500 POUNDS STERLING)"
13/10/1992,GBP,1.716,-0.23%,0.0023,8.5,5.19,29465,290,7518,370,22498,6693,23158,14581,6307,14884,"(CONTRACTS OF 62,500 POUNDS STERLING)"
06/10/1992,GBP,1.712,4.03%,-0.0411,8.94,5.88,29628,1129,8780,301,23808,6213,25238,15294,4390,14334,"(CONTRACTS OF 62,500 POUNDS STERLING)"
30/09/1992,GBP,1.7838,-4.00%,0.04,9,6,29099,1430,8403,987,22013,5908,24430,15298,4669,13801,"(CONTRACTS OF 62,500 POUNDS STERLING)"
30/12/2008,JPY,90.28,-0.14%,-0.0014,0.72,-0.84,105926,57793,13917,72,25447,73898,83312,87887,22614,18039,"(CONTRACTS OF JPY 12,500,000)"
22/12/2008,JPY,90.15,-1.37%,-0.0136,1.17,-0.57,105339,56334,16236,102,25419,71267,81855,87605,23484,17734,"(CONTRACTS OF JPY 12,500,000)"
16/12/2008,JPY,88.93,3.46%,0.0352,1.12,-0.7,110472,59985,18604,72,25067,74010,85124,92686,25348,17786,"(CONTRACTS OF JPY 12,500,000)"
09/12/2008,JPY,92.12,1.34%,0.0135,0.97,-1.08,166059,62978,19719,88,64530,132212,127596,152019,38463,14040,"(CONTRACTS OF JPY 12,500,000)"
02/12/2008,JPY,93.37,1.96%,0.0198,1.77,-1.56,138994,67743,24840,665,43279,98731,111687,124236,27307,14758,"(CONTRACTS OF JPY 12,500,000)"
